"ano_ingresso","ano","media_final","descricao","nome","ch_total","status"
2009.0,20091.0,8.0,1.0,12.0,60.0,1.0
2009.0,20091.0,8.5,1.0,12.0,60.0,-1.0
2009.0,20091.0,9.5,1.0,12.0,60.0,-1.0
2009.0,20091.0,10.0,1.0,12.0,60.0,1.0
2009.0,20091.0,9.2,1.0,12.0,60.0,-1.0
2009.0,20091.0,8.1,1.0,12.0,60.0,-1.0
2009.0,20091.0,8.8,1.0,12.0,60.0,1.0
2009.0,20091.0,7.4,1.0,12.0,60.0,-1.0
2009.0,20091.0,7.0,1.0,12.0,60.0,1.0
2009.0,20091.0,9.1,1.0,12.0,60.0,1.0
2009.0,20091.0,0.0,-1.0,9.0,60.0,-1.0
2009.0,20091.0,0.0,-1.0,9.0,60.0,-1.0
2009.0,20091.0,8.2,1.0,9.0,60.0,-1.0
2009.0,20091.0,5.0,1.0,9.0,60.0,-1.0
2009.0,20091.0,7.8,1.0,9.0,60.0,-1.0
2009.0,20091.0,-4.0,-2.0,9.0,60.0,-1.0
2009.0,20091.0,5.0,1.0,9.0,60.0,-1.0
2009.0,20091.0,7.4,1.0,9.0,60.0,-1.0
2009.0,20091.0,8.5,1.0,9.0,60.0,-1.0
2009.0,20091.0,5.0,1.0,9.0,60.0,-1.0
2009.0,20091.0,7.7,1.0,9.0,60.0,-1.0
2009.0,20091.0,9.5,1.0,9.0,60.0,-1.0
2009.0,20091.0,5.0,1.0,9.0,60.0,-1.0
2009.0,20091.0,7.1,1.0,9.0,60.0,-1.0
2009.0,20091.0,5.0,1.0,9.0,60.0,-1.0
2009.0,20091.0,5.0,1.0,9.0,60.0,-1.0
2009.0,20091.0,5.0,1.0,9.0,60.0,-1.0
2009.0,20091.0,7.0,1.0,9.0,60.0,1.0
2009.0,20091.0,9.3,1.0,9.0,60.0,1.0
2009.0,20091.0,7.8,1.0,9.0,60.0,1.0
2009.0,20091.0,7.7,1.0,9.0,60.0,1.0
2009.0,20091.0,8.4,1.0,9.0,60.0,1.0
2009.0,20091.0,8.3,1.0,9.0,60.0,1.0
2009.0,20091.0,7.1,1.0,9.0,60.0,-1.0
2009.0,20091.0,5.0,1.0,9.0,60.0,-1.0
2009.0,20091.0,7.0,1.0,9.0,60.0,1.0
2009.0,20091.0,2.6,-1.0,9.0,60.0,-1.0
2009.0,20091.0,8.3,1.0,9.0,60.0,-1.0
2009.0,20091.0,5.0,1.0,9.0,60.0,-1.0
2009.0,20091.0,8.3,1.0,9.0,60.0,1.0
2009.0,20091.0,7.5,1.0,9.0,60.0,1.0
2009.0,20091.0,9.6,1.0,9.0,60.0,1.0
2009.0,20091.0,7.8,1.0,9.0,60.0,-1.0
2009.0,20091.0,7.8,1.0,9.0,60.0,-1.0
2009.0,20091.0,8.1,1.0,9.0,60.0,1.0
2009.0,20091.0,5.0,1.0,9.0,60.0,-1.0
2009.0,20091.0,9.0,1.0,9.0,60.0,1.0
2009.0,20091.0,9.9,1.0,9.0,60.0,-1.0
2009.0,20091.0,8.5,1.0,9.0,60.0,1.0
2009.0,20091.0,5.0,1.0,9.0,60.0,-1.0
2009.0,20091.0,5.0,1.0,9.0,60.0,1.0
2009.0,20091.0,8.0,1.0,9.0,60.0,-1.0
2009.0,20091.0,5.0,1.0,9.0,60.0,-1.0
2009.0,20091.0,7.0,1.0,9.0,60.0,1.0
2009.0,20091.0,5.0,1.0,9.0,60.0,1.0
2009.0,20091.0,8.0,1.0,9.0,60.0,-1.0
2009.0,20091.0,0.9,-1.0,13.0,60.0,-1.0
2009.0,20091.0,0.0,-1.0,13.0,60.0,-1.0
2009.0,20091.0,8.4,1.0,13.0,60.0,-1.0
2009.0,20091.0,7.8,1.0,13.0,60.0,-1.0
2009.0,20091.0,9.0,1.0,13.0,60.0,-1.0
2009.0,20091.0,5.0,1.0,13.0,60.0,-1.0
2009.0,20091.0,-4.0,-2.0,13.0,60.0,-1.0
2009.0,20091.0,1.2,-1.0,13.0,60.0,-1.0
2009.0,20091.0,-4.0,-2.0,13.0,60.0,-1.0
2009.0,20091.0,7.2,1.0,13.0,60.0,-1.0
2009.0,20091.0,6.5,1.0,13.0,60.0,-1.0
2009.0,20091.0,6.8,1.0,13.0,60.0,-1.0
2009.0,20091.0,7.9,1.0,13.0,60.0,-1.0
2009.0,20091.0,10.0,1.0,13.0,60.0,-1.0
2009.0,20091.0,7.5,1.0,13.0,60.0,-1.0
2009.0,20091.0,7.1,1.0,13.0,60.0,-1.0
2009.0,20091.0,7.0,1.0,13.0,60.0,-1.0
2009.0,20091.0,5.0,1.0,13.0,60.0,-1.0
2009.0,20091.0,8.5,1.0,13.0,60.0,-1.0
2009.0,20091.0,7.3,1.0,13.0,60.0,1.0
2009.0,20091.0,7.1,1.0,13.0,60.0,-1.0
2009.0,20091.0,6.2,1.0,13.0,60.0,-1.0
2009.0,20091.0,8.3,1.0,13.0,60.0,1.0
2009.0,20091.0,8.0,1.0,13.0,60.0,1.0
2009.0,20091.0,9.0,1.0,13.0,60.0,1.0
2009.0,20091.0,7.3,1.0,13.0,60.0,1.0
2009.0,20091.0,2.2,-1.0,13.0,60.0,-1.0
2009.0,20091.0,8.0,1.0,13.0,60.0,1.0
2009.0,20091.0,7.9,1.0,13.0,60.0,1.0
2009.0,20091.0,7.0,1.0,13.0,60.0,-1.0
2009.0,20091.0,2.6,-1.0,13.0,60.0,-1.0
2009.0,20091.0,7.2,1.0,13.0,60.0,-1.0
2009.0,20091.0,6.3,1.0,13.0,60.0,-1.0
2009.0,20091.0,9.4,1.0,13.0,60.0,1.0
2009.0,20091.0,5.6,1.0,13.0,60.0,-1.0
2009.0,20091.0,7.4,1.0,13.0,60.0,1.0
2009.0,20091.0,7.6,1.0,13.0,60.0,1.0
2009.0,20091.0,7.4,1.0,13.0,60.0,-1.0
2009.0,20091.0,7.3,1.0,13.0,60.0,1.0
2009.0,20091.0,8.0,1.0,13.0,60.0,-1.0
2009.0,20091.0,7.9,1.0,13.0,60.0,1.0
2009.0,20091.0,7.6,1.0,13.0,60.0,1.0
2009.0,20091.0,7.0,1.0,13.0,60.0,-1.0
2009.0,20091.0,8.7,1.0,13.0,60.0,1.0
2009.0,20091.0,7.6,1.0,13.0,60.0,-1.0
2009.0,20091.0,8.9,1.0,13.0,60.0,-1.0
2009.0,20091.0,8.5,1.0,13.0,60.0,-1.0
2009.0,20091.0,5.4,1.0,13.0,60.0,-1.0
2009.0,20091.0,8.2,1.0,13.0,60.0,1.0
2009.0,20091.0,6.4,1.0,13.0,60.0,1.0
2009.0,20091.0,7.5,1.0,13.0,60.0,-1.0
2009.0,20091.0,5.0,1.0,26.0,60.0,-1.0
2009.0,20091.0,0.0,-1.0,26.0,60.0,-1.0
2009.0,20091.0,0.0,-1.0,26.0,60.0,-1.0
2009.0,20091.0,0.0,-1.0,26.0,60.0,-1.0
2009.0,20091.0,0.0,-1.0,26.0,60.0,-1.0
2009.0,20091.0,5.0,1.0,26.0,60.0,-1.0
2009.0,20091.0,9.1,1.0,26.0,60.0,-1.0
2009.0,20091.0,5.5,1.0,26.0,60.0,-1.0
2009.0,20091.0,-4.0,-2.0,26.0,60.0,-1.0
2009.0,20091.0,6.7,1.0,26.0,60.0,-1.0
2009.0,20091.0,-4.0,-2.0,26.0,60.0,-1.0
2009.0,20091.0,7.4,1.0,26.0,60.0,-1.0
2009.0,20091.0,5.0,1.0,26.0,60.0,-1.0
2009.0,20091.0,8.3,1.0,26.0,60.0,-1.0
2009.0,20091.0,5.0,1.0,26.0,60.0,-1.0
2009.0,20091.0,5.3,1.0,26.0,60.0,-1.0
2009.0,20091.0,7.5,1.0,26.0,60.0,-1.0
2009.0,20091.0,7.1,1.0,26.0,60.0,-1.0
2009.0,20091.0,7.0,1.0,26.0,60.0,-1.0
2009.0,20091.0,5.0,1.0,26.0,60.0,-1.0
2009.0,20091.0,5.9,1.0,26.0,60.0,-1.0
2009.0,20091.0,6.5,1.0,26.0,60.0,1.0
2009.0,20091.0,8.5,1.0,26.0,60.0,1.0
2009.0,20091.0,7.3,1.0,26.0,60.0,1.0
2009.0,20091.0,7.0,1.0,26.0,60.0,1.0
2009.0,20091.0,7.0,1.0,26.0,60.0,1.0
2009.0,20091.0,5.0,1.0,26.0,60.0,-1.0
2009.0,20091.0,7.6,1.0,26.0,60.0,1.0
2009.0,20091.0,5.6,1.0,26.0,60.0,1.0
2009.0,20091.0,5.2,1.0,26.0,60.0,-1.0
2009.0,20091.0,8.9,1.0,26.0,60.0,-1.0
2009.0,20091.0,0.0,-1.0,26.0,60.0,-1.0
2009.0,20091.0,7.7,1.0,26.0,60.0,1.0
2009.0,20091.0,6.6,1.0,26.0,60.0,-1.0
2009.0,20091.0,5.2,1.0,26.0,60.0,-1.0
2009.0,20091.0,9.7,1.0,26.0,60.0,1.0
2009.0,20091.0,7.5,1.0,26.0,60.0,1.0
2009.0,20091.0,6.2,1.0,26.0,60.0,-1.0
2009.0,20091.0,5.5,1.0,26.0,60.0,-1.0
2009.0,20091.0,7.0,1.0,26.0,60.0,1.0
2009.0,20091.0,7.0,1.0,26.0,60.0,-1.0
2009.0,20091.0,6.8,1.0,26.0,60.0,1.0
2009.0,20091.0,7.7,1.0,26.0,60.0,1.0
2009.0,20091.0,6.9,1.0,26.0,60.0,-1.0
2009.0,20091.0,8.2,1.0,26.0,60.0,1.0
2009.0,20091.0,7.1,1.0,26.0,60.0,1.0
2009.0,20091.0,5.0,1.0,26.0,60.0,-1.0
2009.0,20091.0,6.2,1.0,26.0,60.0,-1.0
2009.0,20091.0,7.0,1.0,26.0,60.0,-1.0
2009.0,20091.0,8.8,1.0,26.0,60.0,-1.0
2009.0,20091.0,6.8,1.0,26.0,60.0,1.0
2009.0,20092.0,10.0,1.0,17.0,90.0,1.0
2009.0,20092.0,10.0,1.0,17.0,90.0,1.0
2009.0,20092.0,8.3,1.0,17.0,90.0,-1.0
2009.0,20092.0,10.0,1.0,17.0,90.0,1.0
2009.0,20092.0,7.5,1.0,17.0,90.0,1.0
2009.0,20092.0,9.0,1.0,17.0,90.0,-1.0
2009.0,20092.0,8.5,1.0,17.0,90.0,1.0
2009.0,20092.0,8.4,1.0,17.0,90.0,-1.0
2009.0,20092.0,8.7,1.0,17.0,90.0,-1.0
2009.0,20092.0,7.7,1.0,17.0,90.0,-1.0
2009.0,20092.0,9.2,1.0,17.0,90.0,1.0
2009.0,20092.0,7.1,1.0,17.0,90.0,1.0
2009.0,20092.0,8.5,1.0,17.0,90.0,1.0
2009.0,20092.0,9.0,1.0,17.0,90.0,1.0
2009.0,20092.0,7.4,1.0,17.0,90.0,-1.0
2009.0,20092.0,-4.0,-2.0,17.0,90.0,-1.0
2009.0,20092.0,7.5,1.0,17.0,90.0,-1.0
2009.0,20092.0,9.1,1.0,17.0,90.0,1.0
2009.0,20092.0,7.0,1.0,17.0,90.0,1.0
2009.0,20092.0,7.8,1.0,17.0,90.0,1.0
2009.0,20092.0,7.0,1.0,17.0,90.0,-1.0
2009.0,20092.0,8.3,1.0,17.0,90.0,-1.0
2009.0,20092.0,9.1,1.0,17.0,90.0,-1.0
2009.0,20092.0,10.0,1.0,17.0,90.0,-1.0
