"id_turma";"codigo_turma";"siape";"matricula_docente_externo";"observacao";"id_componente_curricular";"ch_dedicada_periodo";"nivel_ensino";"campus_turma";"local";"ano";"periodo";"data_inicio";"data_fim";"descricao_horario";"total_solicitacoes";"capacidade_aluno";"tipo";"distancia";"data_consolidacao";"agrupadora";"id_turma_agrupadora";"qtd_aulas_lancadas";"situacao_turma";"convenio";"modalidade_participantes"
"57663215";"01";"1451653";"";"";"68903";"30";"GRADUAÇÃO";"Campus Currais Novos";"Ensino Remoto";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"234N123 5N12";"47";"40";"REGULAR";"false";"2020/07/28 23:37:18.479000000";"false";"";"72";"CONSOLIDADA";"";"Presencial"
"57663215";"01";"3122757";"";"";"68903";"30";"GRADUAÇÃO";"Campus Currais Novos";"Ensino Remoto";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"234N123 5N12";"47";"40";"REGULAR";"false";"2020/07/28 23:37:18.479000000";"false";"";"72";"CONSOLIDADA";"";"Presencial"
"57663216";"01";"349778";"";"";"59977";"30";"GRADUAÇÃO";"Campus Central";"Remoto";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"46T456";"29";"30";"REGULAR";"false";"2020/07/29 22:41:05.624000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57663217";"01";"2768085";"";"";"2045602";"60";"GRADUAÇÃO";"Campus Central";"Atividades remotas";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"46T3456  46N12 (15/06/2020 - 29/07/2020)";"0";"60";"REGULAR";"false";"";"false";"";"";"INTERROMPIDA";"";"Presencial"
"57663218";"01";"2718114";"";"";"2049450";"60";"GRADUAÇÃO";"Campus Central";"Atividades remotas";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"356N1234";"179";"60";"REGULAR";"false";"2020/07/29 19:32:43.391000000";"false";"";"76";"CONSOLIDADA";"";"Presencial"
"57663218";"01";"2998057";"";"";"2049450";"60";"GRADUAÇÃO";"Campus Central";"Atividades remotas";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"356N1234";"179";"60";"REGULAR";"false";"2020/07/29 19:32:43.391000000";"false";"";"76";"CONSOLIDADA";"";"Presencial"
"57663219";"01";"1199127";"";"";"62265";"30";"GRADUAÇÃO";"Campus Central";"Remoto";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"234567T34";"9";"12";"REGULAR";"false";"2020/07/30 18:37:39.768000000";"false";"";"78";"CONSOLIDADA";"";"Presencial"
"57663220";"01";"3549987";"";"";"46059";"90";"GRADUAÇÃO";"Campus Caicó";"Remoto";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"246T2345 35T234";"7";"7";"REGULAR";"false";"2020/07/29 09:38:20.329000000";"false";"";"119";"CONSOLIDADA";"";"Presencial"
"57663221";"01";"1930177";"";"";"47024";"60";"GRADUAÇÃO";"Campus Central";"REMOTO";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"24N34 357N12 6N3";"32";"35";"REGULAR";"false";"2020/07/29 21:32:08.956000000";"false";"";"72";"CONSOLIDADA";"";"Presencial"
"57663222";"02";"1930177";"";"";"47019";"30";"GRADUAÇÃO";"Campus Central";"REMOTO";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"24N12 35N34 6N124";"25";"36";"REGULAR";"false";"2020/07/29 21:30:29.143000000";"false";"";"72";"CONSOLIDADA";"";"Presencial"
"57663222";"02";"346279";"";"";"47019";"30";"GRADUAÇÃO";"Campus Central";"REMOTO";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"24N12 35N34 6N124";"25";"36";"REGULAR";"false";"2020/07/29 21:30:29.143000000";"false";"";"72";"CONSOLIDADA";"";"Presencial"
"57663223";"01";"1674285";"";"";"55657";"45";"GRADUAÇÃO";"Campus Currais Novos";"Ensino Remoto";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"2345N1234";"30";"25";"REGULAR";"false";"2020/07/31 21:29:07.718000000";"false";"";"108";"CONSOLIDADA";"";"Presencial"
"57663223";"01";"349683";"";"";"55657";"45";"GRADUAÇÃO";"Campus Currais Novos";"Ensino Remoto";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"2345N1234";"30";"25";"REGULAR";"false";"2020/07/31 21:29:07.718000000";"false";"";"108";"CONSOLIDADA";"";"Presencial"
"57663224";"01";"2009206";"";"";"46143";"90";"GRADUAÇÃO";"Campus Caicó";"Remoto";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"34T123456  34N12";"32";"30";"REGULAR";"false";"2020/07/31 07:41:46.851000000";"false";"";"112";"CONSOLIDADA";"";"Presencial"
"57663225";"01";"1243443";"";"";"72773";"30";"GRADUAÇÃO";"Campus Central";"Atividades remotas";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"5M234  3T234 (15/06/2020 - 29/07/2020)";"41";"15";"REGULAR";"false";"2020/08/07 16:15:29.525000000";"false";"";"39";"CONSOLIDADA";"";"Presencial"
"57663226";"01";"2257836";"";"";"2048652";"30";"GRADUAÇÃO";"Campus Central";"Remoto";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"26M456";"92";"80";"REGULAR";"false";"2020/07/30 18:50:48.328000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
"57663227";"01";"2009206";"";"";"46323";"60";"GRADUAÇÃO";"Campus Caicó";"Remoto";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"26M123456";"30";"30";"REGULAR";"false";"2020/07/31 09:09:07.120000000";"false";"";"78";"CONSOLIDADA";"";"Presencial"
"57663228";"01";"2294466";"";"";"26579";"60";"GRADUAÇÃO";"Campus Central";"Remoto";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"246N1234";"55";"30";"REGULAR";"false";"2020/07/29 20:57:23.324000000";"false";"";"76";"CONSOLIDADA";"";"Presencial"
"57663229";"01";"3107198";"";"";"46140";"60";"GRADUAÇÃO";"Campus Caicó";"Remoto";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"35M123456";"2";"5";"REGULAR";"false";"2020/07/28 17:53:35.340000000";"false";"";"78";"CONSOLIDADA";"";"Presencial"
"57663230";"01";"2922151";"";"";"69211";"60";"GRADUAÇÃO";"Campus Central";"REMOTO";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"345N1234";"33";"12";"REGULAR";"false";"2020/07/31 19:46:34.133000000";"false";"";"80";"CONSOLIDADA";"";"Presencial"
"57663231";"01";"3062451";"";"";"43478";"20";"GRADUAÇÃO";"Campus Santa Cruz";"Ensino remoto";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"256T56  256N12";"29";"27";"REGULAR";"false";"2020/08/06 20:39:50.600000000";"false";"";"64";"CONSOLIDADA";"";"Presencial"
"57663231";"01";"1031308";"";"";"43478";"20";"GRADUAÇÃO";"Campus Santa Cruz";"Ensino remoto";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"256T56  256N12";"29";"27";"REGULAR";"false";"2020/08/06 20:39:50.600000000";"false";"";"64";"CONSOLIDADA";"";"Presencial"
"57663231";"01";"4964489";"";"";"43478";"20";"GRADUAÇÃO";"Campus Santa Cruz";"Ensino remoto";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"256T56  256N12";"29";"27";"REGULAR";"false";"2020/08/06 20:39:50.600000000";"false";"";"64";"CONSOLIDADA";"";"Presencial"
"57663232";"01";"3073202";"";"";"2040154";"30";"GRADUAÇÃO";"Campus Central";"Remoto";"2020";"5";"2020/06/15 00:00:00.000";"2020/07/29 00:00:00.000";"56M123";"31";"40";"REGULAR";"false";"2020/07/29 22:25:13.667000000";"false";"";"36";"CONSOLIDADA";"";"Presencial"
