"id_turma";"codigo_turma";"siape";"matricula_docente_externo";"observacao";"id_componente_curricular";"ch_dedicada_periodo";"nivel_ensino";"campus_turma";"local";"ano";"periodo";"data_inicio";"data_fim";"descricao_horario";"total_solicitacoes";"capacidade_aluno";"tipo";"distancia";"data_consolidacao";"agrupadora";"id_turma_agrupadora";"qtd_aulas_lancadas";"situacao_turma";"convenio";"modalidade_participantes"
"1151199";"01";"1149563";"";"";"2035162";"20";"LATO SENSU";"";"5A1";"2009";"1";"2009/06/15 00:00:00.000";"2009/06/19 00:00:00.000";"23456N1234";"";"50";"REGULAR";"false";"2010/06/16 09:51:49.361000000";"false";"";"";"CONSOLIDADA";"";"Presencial"
"1160109";"01";"4197701";"";"";"2035165";"40";"LATO SENSU";"";"setor 5 A1";"2009";"1";"2009/02/09 00:00:00.000";"2009/02/16 00:00:00.000";"56M12345 7M2345  7T23456";"";"50";"REGULAR";"false";"2010/10/21 11:21:19.181000000";"false";"";"";"CONSOLIDADA";"";"Presencial"
"1167001";"01";"346283";"";"";"26695";"90";"GRADUAÇÃO";"Campus Central";"goianinha";"2009";"1";"2009/03/05 00:00:00.000";"2009/07/05 00:00:00.000";"7T123456";"";"50";"REGULAR";"false";"2011/12/19 21:19:23.263000000";"false";"";"";"CONSOLIDADA";"";"Presencial"
"1167002";"01";"1154701";"";"";"26693";"60";"GRADUAÇÃO";"Campus Central";"goianinha";"2009";"1";"2009/03/05 00:00:00.000";"2009/07/05 00:00:00.000";"6T56  6N1234";"";"50";"REGULAR";"false";"2012/03/15 18:22:55.183000000";"false";"";"";"CONSOLIDADA";"";"Presencial"
"1167002";"01";"348064";"";"";"26693";"30";"GRADUAÇÃO";"Campus Central";"goianinha";"2009";"1";"2009/03/05 00:00:00.000";"2009/07/05 00:00:00.000";"6T56  6N1234";"";"50";"REGULAR";"false";"2012/03/15 18:22:55.183000000";"false";"";"";"CONSOLIDADA";"";"Presencial"
"57226951";"01";"";"8157";"";"2015166";"10";"LATO SENSU";"";"NESC";"2009";"1";"2009/02/12 00:00:00.000";"2009/02/14 00:00:00.000";"567M2345  56T3456";"";"37";"REGULAR";"false";"";"false";"";"";"ABERTA";"";"Presencial"
"57226951";"01";"";"8056";"";"2015166";"10";"LATO SENSU";"";"NESC";"2009";"1";"2009/02/12 00:00:00.000";"2009/02/14 00:00:00.000";"567M2345  56T3456";"";"37";"REGULAR";"false";"";"false";"";"";"ABERTA";"";"Presencial"
"57226952";"01";"";"8118";"";"2015167";"20";"LATO SENSU";"";"NESC";"2009";"1";"2009/03/05 00:00:00.000";"2009/03/07 00:00:00.000";"567M2345  56T3456";"";"37";"REGULAR";"false";"";"false";"";"";"ABERTA";"";"Presencial"
"57227013";"1";"";"72236";"";"2015165";"20";"LATO SENSU";"";"NESC";"2009";"1";"2009/01/29 00:00:00.000";"2009/01/31 00:00:00.000";"567M2345  56T3456";"";"37";"REGULAR";"false";"";"false";"";"";"ABERTA";"";"Presencial"
"57483959";"03";"1109053";"";"";"2019005";"30";"LATO SENSU";"";"NOVA CRUZ";"2009";"1";"2009/01/05 00:00:00.000";"2009/01/07 00:00:00.000";"7M2345  7T2345";"";"50";"REGULAR";"false";"2009/05/18 19:39:25.888000000";"false";"";"";"CONSOLIDADA";"";"Presencial"
"57486803";"01";"347645";"";"";"2015169";"10";"LATO SENSU";"";"NATAL";"2009";"1";"2009/04/02 00:00:00.000";"2009/04/04 00:00:00.000";"567M2345  56T3456";"";"37";"REGULAR";"false";"2015/07/02 22:27:12.477000000";"false";"";"20";"CONSOLIDADA";"";"Presencial"
"57486803";"01";"1149389";"";"";"2015169";"10";"LATO SENSU";"";"NATAL";"2009";"1";"2009/04/02 00:00:00.000";"2009/04/04 00:00:00.000";"567M2345  56T3456";"";"37";"REGULAR";"false";"2015/07/02 22:27:12.477000000";"false";"";"20";"CONSOLIDADA";"";"Presencial"
"57487100";"01";"";"8090";"";"2015168";"20";"LATO SENSU";"";"NATAL";"2009";"1";"2009/03/19 00:00:00.000";"2009/03/21 00:00:00.000";"567M2345  56T3456";"";"37";"REGULAR";"false";"";"false";"";"";"ABERTA";"";"Presencial"
"57495309";"01";"6350812";"";"";"2037208";"20";"LATO SENSU";"";"LAB";"2009";"1";"2009/01/08 00:00:00.000";"2009/01/10 00:00:00.000";"67M2345  67T3456  6N1234";"";"30";"REGULAR";"false";"";"false";"";"";"ABERTA";"";"Presencial"
"57495310";"01";"347529";"";"";"2037209";"20";"LATO SENSU";"";"LAB";"2009";"1";"2009/02/05 00:00:00.000";"2009/02/07 00:00:00.000";"67M2345  67T3456  5N1234";"";"30";"REGULAR";"false";"";"false";"";"";"ABERTA";"";"Presencial"
"57495311";"01";"347529";"";"";"2037210";"20";"LATO SENSU";"";"LAB";"2009";"1";"2009/03/12 00:00:00.000";"2009/03/14 00:00:00.000";"67M2345  67T3456  5N1234";"";"30";"REGULAR";"false";"";"false";"";"";"ABERTA";"";"Presencial"
"57495312";"01";"";"8005";"";"2037211";"20";"LATO SENSU";"";"LAB";"2009";"1";"2009/04/14 00:00:00.000";"2009/04/16 00:00:00.000";"67M2345  67T3456  5N1234";"";"30";"REGULAR";"false";"";"false";"";"";"ABERTA";"";"Presencial"
"57495313";"01";"1205730";"";"";"2037212";"20";"LATO SENSU";"";"LAB";"2009";"1";"2009/05/14 00:00:00.000";"2009/05/16 00:00:00.000";"67M2345  67T3456  5N1234";"";"30";"REGULAR";"false";"";"false";"";"";"ABERTA";"";"Presencial"
"57495314";"01";"";"8007";"";"2037213";"20";"LATO SENSU";"";"LAB";"2009";"1";"2009/06/04 00:00:00.000";"2009/06/06 00:00:00.000";"67M2345  67T3456  5N1234";"";"30";"REGULAR";"false";"";"false";"";"";"ABERTA";"";"Presencial"
"57498756";"01";"348475";"";"";"40260";"60";"STRICTO SENSU";"";"Sala de Treinamento do NEPGN";"2009";"1";"2009/01/19 00:00:00.000";"2009/01/30 00:00:00.000";"2345T1";"0";"20";"REGULAR";"false";"2009/09/05 16:38:15.054000000";"false";"";"";"CONSOLIDADA";"";"Presencial"
"57500508";"01";"350350";"";"";"2036064";"40";"LATO SENSU";"";"SETOR I SALA F1";"2009";"1";"2009/02/03 00:00:00.000";"2009/03/03 00:00:00.000";"35N1234";"";"60";"REGULAR";"false";"2009/08/08 11:59:55.620000000";"false";"";"";"CONSOLIDADA";"";"Presencial"
"57500509";"01";"350834";"";"";"2036065";"20";"LATO SENSU";"";"SETOR I SALA F1";"2009";"1";"2009/03/05 00:00:00.000";"2009/03/17 00:00:00.000";"35N1234";"";"60";"REGULAR";"false";"2009/07/20 19:17:11.408000000";"false";"";"";"CONSOLIDADA";"";"Presencial"
"57501153";"01";"1453487";"";"";"2037653";"45";"STRICTO SENSU";"";"Sala Dietrich";"2009";"1";"2009/01/05 00:00:00.000";"2009/01/25 00:00:00.000";"345T1";"1";"10";"REGULAR";"false";"2009/02/17 11:17:35.144000000";"false";"";"";"CONSOLIDADA";"";"Presencial"
"57502953";"01";"1258707";"";"";"38599";"3";"STRICTO SENSU";"";"Disciplina de Radiologia";"2009";"1";"2009/03/16 00:00:00.000";"2009/06/30 00:00:00.000";"3T34";"";"8";"REGULAR";"false";"2009/09/03 10:07:31.283000000";"false";"";"";"CONSOLIDADA";"";"Presencial"
"57502953";"01";"350485";"";"";"38599";"3";"STRICTO SENSU";"";"Disciplina de Radiologia";"2009";"1";"2009/03/16 00:00:00.000";"2009/06/30 00:00:00.000";"3T34";"";"8";"REGULAR";"false";"2009/09/03 10:07:31.283000000";"false";"";"";"CONSOLIDADA";"";"Presencial"
