"discente";"sexo";"ano_ingresso";"ultimo_periodo";"semestre";"semestre_dividido";"ch_cumprida";"ch_cumprida_dividida";"tempo_relativo";"status";"matricula";"ALGORITMOS E LÓGICA DE PROGRAMAÇÃO";"ALGORITMOS E LÓGICA DE PROGRAMAÇÃO_APROVADO";"ALGORITMOS E LÓGICA DE PROGRAMAÇÃO_REPROVADO";"INTRODUÇÃO À INFORMÁTICA";"INTRODUÇÃO À INFORMÁTICA_APROVADO";"INTRODUÇÃO À INFORMÁTICA_REPROVADO";"FUNDAMENTOS DE MATEMÁTICA";"FUNDAMENTOS DE MATEMÁTICA_APROVADO";"FUNDAMENTOS DE MATEMÁTICA_REPROVADO";"LÓGICA";"LÓGICA_APROVADO";"LÓGICA_REPROVADO";"TEORIA GERAL DA ADMINISTRAÇÃO";"TEORIA GERAL DA ADMINISTRAÇÃO_APROVADO";"TEORIA GERAL DA ADMINISTRAÇÃO_REPROVADO";"PROGRAMAÇÃO";"PROGRAMAÇÃO_APROVADO";"PROGRAMAÇÃO_REPROVADO";"CÁLCULO DIFERENCIAL E INTEGRAL";"CÁLCULO DIFERENCIAL E INTEGRAL_APROVADO";"CÁLCULO DIFERENCIAL E INTEGRAL_REPROVADO";"TEORIA GERAL DOS SISTEMAS";"TEORIA GERAL DOS SISTEMAS_APROVADO";"TEORIA GERAL DOS SISTEMAS_REPROVADO";"PROGRAMAÇÃO ORIENTADA A OBJETOS I";"PROGRAMAÇÃO ORIENTADA A OBJETOS I_APROVADO";"PROGRAMAÇÃO ORIENTADA A OBJETOS I_REPROVADO";"ESTRUTURA DE DADOS";"ESTRUTURA DE DADOS_APROVADO";"ESTRUTURA DE DADOS_REPROVADO";"ÁLGEBRA LINEAR";"ÁLGEBRA LINEAR_APROVADO";"ÁLGEBRA LINEAR_REPROVADO";"ORGANIZAÇÃO, SISTEMAS E MÉTODOS";"ORGANIZAÇÃO, SISTEMAS E MÉTODOS_APROVADO";"ORGANIZAÇÃO, SISTEMAS E MÉTODOS_REPROVADO";"FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO";"FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO_APROVADO";"FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO_REPROVADO";"PROGRAMAÇÃO WEB";"PROGRAMAÇÃO WEB_APROVADO";"PROGRAMAÇÃO WEB_REPROVADO";"ARQUITETURA DE COMPUTADORES";"ARQUITETURA DE COMPUTADORES_APROVADO";"ARQUITETURA DE COMPUTADORES_REPROVADO";"PROBABILIDADE E ESTATÍSTICA";"PROBABILIDADE E ESTATÍSTICA_APROVADO";"PROBABILIDADE E ESTATÍSTICA_REPROVADO";"BANCO DE DADOS";"BANCO DE DADOS_APROVADO";"BANCO DE DADOS_REPROVADO";"ENGENHARIA DE SOFTWARE I";"ENGENHARIA DE SOFTWARE I_APROVADO";"ENGENHARIA DE SOFTWARE I_REPROVADO";"PROGRAMAÇÃO ORIENTADA A OBJETOS II";"PROGRAMAÇÃO ORIENTADA A OBJETOS II_APROVADO";"PROGRAMAÇÃO ORIENTADA A OBJETOS II_REPROVADO";"SISTEMAS OPERACIONAIS";"SISTEMAS OPERACIONAIS_APROVADO";"SISTEMAS OPERACIONAIS_REPROVADO";"PROJETO E ADMINISTRAÇÃO DE BANCO DE DADOS";"PROJETO E ADMINISTRAÇÃO DE BANCO DE DADOS_APROVADO";"PROJETO E ADMINISTRAÇÃO DE BANCO DE DADOS_REPROVADO";"ENGENHARIA DE SOFTWARE II";"ENGENHARIA DE SOFTWARE II_APROVADO";"ENGENHARIA DE SOFTWARE II_REPROVADO";"REDES DE COMPUTADORES";"REDES DE COMPUTADORES_APROVADO";"REDES DE COMPUTADORES_REPROVADO";"EMPREENDEDORISMO EM INFORMÁTICA";"EMPREENDEDORISMO EM INFORMÁTICA_APROVADO";"EMPREENDEDORISMO EM INFORMÁTICA_REPROVADO";"GESTÃO DE PROJETO DE SOFTWARE";"GESTÃO DE PROJETO DE SOFTWARE_APROVADO";"GESTÃO DE PROJETO DE SOFTWARE_REPROVADO";"PROGRAMAÇÃO VISUAL";"PROGRAMAÇÃO VISUAL_APROVADO";"PROGRAMAÇÃO VISUAL_REPROVADO";"MATEMÁTICA FINANCEIRA";"MATEMÁTICA FINANCEIRA_APROVADO";"MATEMÁTICA FINANCEIRA_REPROVADO";"SISTEMAS DE APOIO À DECISÃO";"SISTEMAS DE APOIO À DECISÃO_APROVADO";"SISTEMAS DE APOIO À DECISÃO_REPROVADO";"ÉTICA";"ÉTICA_APROVADO";"ÉTICA_REPROVADO"
"24f7af64d251c007cd8a2bc37f36fba1";1;2020;20221;6;0.75;1560;0.8524590163934426;-0.8524590163934426;-1;24.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;2.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
"2c8d39a514940df8e27b1deb5e5401c2";1;2018;20222;11;1.375;2370;1.2950819672131149;-1.2950819672131149;-1;38.0;1.0;1.0;0.0;2.0;1.0;1.0;6.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;1.0;1.0;1.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;5.0;1.0;2.0;3.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"2e30632295fc7457e0b0e29437b23597";1;2021;20222;4;0.5;1230;0.6721311475409836;-0.6721311475409836;-1;19.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
"2e5d7a005056e0e9e57f90d187a3f5e7";1;2021;20222;4;0.5;1020;0.5573770491803278;-0.5573770491803278;-1;15.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;3.0;0.0;2.0;2.0;0.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"2f1be920eca7e0e9811728f8b5036b24";1;2022;20222;2;0.25;540;0.29508196721311475;-0.29508196721311475;-1;8.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"32f2511bda1843e8951fd7f32f3d2a67";1;2022;20222;2;0.25;600;0.32786885245901637;-0.32786885245901637;-1;9.0;1.0;1.0;0.0;2.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"331893fdbda9db865e56e3a4f194d7da";1;2022;20222;2;0.25;540;0.29508196721311475;-0.29508196721311475;-1;8.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"341a9f324d3983da8098f18c88496d62";1;2021;20222;4;0.5;1170;0.639344262295082;-0.639344262295082;-1;18.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"3642dee7271e0c5b718663f6623e2ce9";1;2017;20211;10;1.25;2160;1.180327868852459;-1.180327868852459;-1;34.0;1.0;1.0;0.0;1.0;1.0;0.0;3.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;1.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0
"367b27f3ac333007611ee504054ecab8";0;2019;20222;7;0.875;1260;0.6885245901639344;-0.6885245901639344;-1;20.0;1.0;0.0;0.0;1.0;0.0;0.0;7.0;1.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"370b45eb60f1e8029b0f9b4296e109ad";1;2018;20221;8;1.0;1830;1.0;-1.0;-1;29.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
"37db2c2f52b1cfd1d1f5da53cf145260";1;2014;20171;7;0.875;2370;1.2950819672131149;-1.2950819672131149;-1;37.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;2.0;1.0;0.0;2.0;1.0;0.0;2.0;1.0;0.0;2.0;1.0;0.0;2.0;1.0;0.0;2.0;1.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0
"3c1b2d105664b142813b0f46c9224c39";1;2017;20222;11;1.375;2520;1.3770491803278688;-1.3770491803278688;-1;40.0;1.0;1.0;0.0;1.0;1.0;0.0;3.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;3.0;0.0;2.0;3.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;3.0;0.0;2.0;4.0;0.0;1.0;1.0;1.0;0.0
"3deb093f5fdbb7a0abaa7850568cc00a";1;2022;20222;2;0.25;600;0.32786885245901637;-0.32786885245901637;-1;9.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"3e8c25ee19b8d7685fe0ce4b09ffd7fa";1;2022;20222;2;0.25;540;0.29508196721311475;-0.29508196721311475;-1;8.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"434b371f542ddf08371c392d505da65f";1;2021;20222;4;0.5;870;0.47540983606557374;-0.47540983606557374;-1;13.0;1.0;1.0;0.0;3.0;0.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"440580bb197ec20e227bc5e626cef9cc";1;2019;20222;10;1.25;2250;1.2295081967213115;-1.2295081967213115;-1;35.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;2.0;1.0;0.0;2.0;1.0;0.0;3.0;1.0;0.0;2.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
"46a73ad2d7ce85f4ab36667e7b7bb8e1";1;2018;20212;9;1.125;1950;1.0655737704918034;-1.0655737704918034;-1;31.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0
"48076cce537275f1dad7c330932a0482";1;2022;20222;2;0.25;540;0.29508196721311475;-0.29508196721311475;-1;8.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"4902f30e9b184e0174b50e34a4ec10ca";1;2022;20222;2;0.25;600;0.32786885245901637;-0.32786885245901637;-1;9.0;1.0;1.0;0.0;2.0;0.0;2.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"4942b4781151848d25a9db9e1f4f857a";0;2019;20222;9;1.125;2070;1.1311475409836065;-1.1311475409836065;-1;32.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;3.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;3.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;3.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
"4e7202eda112e069fbf432372c658a84";1;2019;20222;8;1.0;1740;0.9508196721311475;-0.9508196721311475;-1;28.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;3.0;0.0;2.0;1.0;1.0;0.0;4.0;1.0;2.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
"4f1dcb1281d33a66464b6dd3865506c4";1;2021;20222;4;0.5;720;0.39344262295081966;-0.39344262295081966;-1;11.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"51bb1d3bd859176994a8090a87865596";1;2022;20222;2;0.25;600;0.32786885245901637;-0.32786885245901637;-1;9.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"51f139ce44b41062efd57e181a7502c9";1;2021;20222;4;0.5;1230;0.6721311475409836;-0.6721311475409836;-1;19.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
"534ec5251ba8e34cc41030179949d9d4";1;2022;20222;2;0.25;540;0.29508196721311475;-0.29508196721311475;-1;8.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"5381ea3ff2e86f3f9985da4580304d04";1;2021;20222;4;0.5;1170;0.639344262295082;-0.639344262295082;-1;18.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"551e1e2ed9eb3dc105b44ca247585c60";1;2022;20222;2;0.25;600;0.32786885245901637;-0.32786885245901637;-1;9.0;1.0;1.0;0.0;2.0;0.0;2.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
